loss,accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,roc_auc,cohen_kappa,runtime,samples_per_second,steps_per_second,epoch,variant,experiment,conf_mat
0.7753204107284546,0.765,0.7736632837812083,0.765,0.7672875035610578,0.7588816184204025,0.7592705312441385,0.7570700903171254,0.8919850921655857,0.6422659029931688,0.1381,2897.149,28.971,41.0,1,real_only,"[[121, 22, 10], [21, 69, 6], [20, 15, 116]]"
0.7884874939918518,0.7825,0.7917236547911054,0.7825,0.7847963418662937,0.7771039691263386,0.7746076447503211,0.7737126758167397,0.9121606232846139,0.6683598105457769,0.1347,2970.029,29.7,39.0,1,low_aug,"[[125, 22, 6], [21, 69, 6], [20, 12, 119]]"
1.0940735340118408,0.7975,0.7997999353785158,0.7975,0.7965588630822209,0.7991363425986568,0.7826783859239059,0.7885198498148753,0.9037642867549532,0.6877650142625857,0.1345,2974.921,29.749,69.0,1,moderate_aug,"[[129, 10, 14], [23, 65, 8], [19, 7, 125]]"
1.0804823637008667,0.7525,0.7543709508881922,0.7525,0.7527346050402198,0.7506675954951817,0.7432895619616501,0.7462759472802077,0.8828227768697409,0.620034542314335,0.1342,2980.02,29.8,59.0,1,synthetic_only,"[[117, 18, 18], [23, 65, 8], [25, 7, 119]]"
0.7753204107284546,0.765,0.7736632837812083,0.765,0.7672875035610578,0.7588816184204025,0.7592705312441385,0.7570700903171254,0.8919850921655857,0.6422659029931688,0.1391,2876.16,28.762,41.0,2,real_only,"[[121, 22, 10], [21, 69, 6], [20, 15, 116]]"
0.8604335188865662,0.7525,0.7619612574112241,0.7525,0.7534370470089192,0.7563128907670725,0.7392934178822376,0.744277148843906,0.906254702395969,0.6193149591917172,0.1359,2944.353,29.444,39.0,2,low_aug,"[[124, 18, 11], [28, 62, 6], [29, 7, 115]]"
1.0065590143203735,0.7225,0.7393572243181481,0.7225,0.727816369007127,0.7165177621509198,0.7170014897055217,0.7132238281127355,0.8810317073107221,0.5802926607932848,0.1344,2976.298,29.763,42.0,2,moderate_aug,"[[110, 31, 12], [26, 65, 5], [15, 22, 114]]"
1.0001507997512817,0.765,0.765238565782044,0.765,0.7646129880919413,0.7621788303835526,0.7543270895554691,0.7576455740156242,0.8993902150650658,0.6388712806623253,0.1344,2975.665,29.757,42.0,2,high_aug,"[[117, 16, 20], [24, 65, 7], [20, 7, 124]]"
0.7190058827400208,0.7575,0.7727737337029645,0.7575,0.759634020406491,0.7644260023013255,0.7512678728592247,0.7530090041026716,0.9007395275023308,0.6289673242615207,0.1347,2968.788,29.688,29.0,2,full_aug,"[[125, 19, 9], [25, 68, 3], [31, 10, 110]]"
1.7055913209915161,0.49,0.5104076541757775,0.49,0.47913239556089626,0.4970799203368073,0.49199238194173917,0.47548361254447347,0.6833102055021394,0.23005066945962005,0.1342,2980.121,29.801,31.0,2,synthetic_only,"[[48, 41, 64], [13, 48, 35], [21, 30, 100]]"
0.7753204107284546,0.765,0.7736632837812083,0.765,0.7672875035610578,0.7588816184204025,0.7592705312441385,0.7570700903171254,0.8919850921655857,0.6422659029931688,0.1372,2914.518,29.145,41.0,3,real_only,"[[121, 22, 10], [21, 69, 6], [20, 15, 116]]"
0.804063081741333,0.785,0.7911036052988106,0.785,0.7823094268915165,0.7914868616923411,0.7614654121398375,0.7697152764316945,0.9120075870480249,0.6666537462692352,0.1347,2969.456,29.695,40.0,3,low_aug,"[[131, 12, 10], [29, 57, 10], [22, 3, 126]]"
0.7201393246650696,0.7725,0.7767413012084422,0.7725,0.7739003325443045,0.7649930533215846,0.7698603355985515,0.7665780509679682,0.8964968423728003,0.6537488347316553,0.1345,2973.619,29.736,32.0,3,moderate_aug,"[[115, 23, 15], [19, 72, 5], [18, 11, 122]]"
0.8163111209869385,0.7675,0.7749394504295077,0.7675,0.7699411719966416,0.7616105271811664,0.7642094641388565,0.7615312296848956,0.9018885273951295,0.6462970534262595,0.1347,2968.673,29.687,32.0,3,high_aug,"[[114, 27, 12], [22, 71, 3], [20, 9, 122]]"
1.1810766458511353,0.7725,0.7967012512341459,0.7725,0.7767442275039449,0.7736508780368428,0.7827094966021729,0.7687302881649171,0.9007597103813586,0.6590451390515085,0.1345,2973.634,29.736,43.0,3,full_aug,"[[108, 34, 11], [12, 82, 2], [13, 19, 119]]"
1.5154908895492554,0.4975,0.5790055985070648,0.4975,0.5125254946165656,0.5455878432418021,0.5091028041091344,0.4990970325127701,0.7198014298286588,0.2663430302587876,0.1339,2987.002,29.87,30.0,3,synthetic_only,"[[79, 59, 15], [24, 57, 15], [18, 70, 63]]"
0.7753204107284546,0.765,0.7736632837812083,0.765,0.7672875035610578,0.7588816184204025,0.7592705312441385,0.7570700903171254,0.8919850921655857,0.6422659029931688,0.1397,2862.43,28.624,41.0,4,real_only,"[[121, 22, 10], [21, 69, 6], [20, 15, 116]]"
0.9035525321960449,0.7725,0.7752062912052835,0.7725,0.7717002500228005,0.7705499261013223,0.7556598890475984,0.7607779055129912,0.910825918036115,0.649389803407854,0.1351,2961.311,29.613,43.0,4,low_aug,"[[125, 15, 13], [27, 61, 8], [21, 7, 123]]"
0.9261486530303955,0.7825,0.7848427991886409,0.7825,0.783379914004914,0.7753737510329802,0.7786615013923156,0.7766790855026149,0.9031800799888915,0.6682681308625029,0.135,2963.942,29.639,40.0,4,moderate_aug,"[[116, 22, 15], [19, 72, 5], [18, 8, 125]]"
0.7099916338920593,0.755,0.7579408731430294,0.755,0.7561175195692869,0.7478657909924756,0.7468483530277453,0.7470378582307889,0.8907405674847634,0.6254967899724855,0.1345,2974.984,29.75,27.0,4,high_aug,"[[114, 22, 17], [26, 66, 4], [19, 10, 122]]"
0.9242820739746094,0.795,0.8002661713186899,0.795,0.796397734786862,0.7915426203276134,0.7856740286254311,0.7875216640398075,0.9138055014375251,0.6860973672373697,0.1349,2965.813,29.658,36.0,4,full_aug,"[[124, 19, 10], [24, 69, 3], [19, 7, 125]]"
1.2577011585235596,0.535,0.5399835468327653,0.535,0.5299454770324177,0.5251988091040859,0.5074620539901024,0.5088103851059588,0.6655897353687767,0.2787762461466875,0.1343,2977.688,29.777,23.0,4,synthetic_only,"[[100, 19, 34], [57, 30, 9], [44, 23, 84]]"
0.7753204107284546,0.765,0.7736632837812083,0.765,0.7672875035610578,0.7588816184204025,0.7592705312441385,0.7570700903171254,0.8919850921655857,0.6422659029931688,0.1382,2895.344,28.953,41.0,5,real_only,"[[121, 22, 10], [21, 69, 6], [20, 15, 116]]"
0.8725125789642334,0.7725,0.7820151515151516,0.7725,0.7735780810769289,0.7743265993265993,0.7581316098919334,0.7628449235839003,0.9031732927252026,0.6502690238278248,0.1349,2965.959,29.66,42.0,5,low_aug,"[[127, 18, 8], [28, 63, 5], [25, 7, 119]]"
1.2211875915527344,0.77,0.7706742227092179,0.77,0.7703049828178695,0.762701948788464,0.7638875362507034,0.7632571929115289,0.8852056576251806,0.6484658591570823,0.1346,2972.159,29.722,56.0,5,moderate_aug,"[[114, 19, 20], [23, 69, 4], [16, 10, 125]]"
1.2261704206466675,0.77,0.7774989279588337,0.77,0.7716960381045678,0.7668773690786269,0.7687732653767908,0.765799295729674,0.8923607879920578,0.6498772667592716,0.1369,2922.397,29.224,47.0,5,high_aug,"[[120, 24, 9], [15, 73, 8], [27, 9, 115]]"
0.8439830541610718,0.7175,0.7189579688754064,0.7175,0.7180402842019333,0.707218571974867,0.7050270347285346,0.7059552657283897,0.8713393827305277,0.5674930865875013,0.1344,2975.802,29.758,29.0,5,full_aug,"[[109, 26, 18], [28, 59, 9], [22, 10, 119]]"
