passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"There is no clear mechanism by which these local trade organisations became today's Masonic Lodges, but the earliest rituals and passwords known, from operative lodges around the turn of the 17th–18th centuries, show continuity with the rituals developed in the later 18th century by accepted or speculative Masons, as those members who did not practice the physical craft came to be known. The minutes of the Lodge of Edinburgh (Mary's Chapel) No. 1 in Scotland show a continuity from an operative lodge in 1598 to a modern speculative Lodge. It is reputed to be the oldest Masonic Lodge in the world.",1,What is the oldest Masonic Lodge in the world?,Masonic Lodges,The minutes,1598,today,1,እዘን ናይቲ ከባቢ ንግዳዊ ትካላት ናይ ሎሚ ማሶናዊ ሎጅ ዝኾናሉ ንጹር ኣገባብ የለን፣ ግን እቶም ቀዳሞት ስርዓታትን ምልክትን ዝፍለጡ፣ ካብ ኣብ ዙርያ መፋርቕ መበል 17–18 ክፍለ ዘመን ዝነበሩ ናይ ስርሒታዊ ሎጅታት፣ ምስቶም ኣብ መወዳእታ መበል 18 ክፍለ ዘመን ዝተማዕበሉ ስርዓታት ብቕቡል ወይ ግምታዊ ዕንጸይቲ ዝማዕበሉ ስርዓታት ቀፃልነት የርእዩ፣ ከምቲ እቶም ንኣካላዊ ሞያ ዘይለማመዱ ኣባላት ዝፍለጡ ዝነበሩ ኣባላት። ደቓይቕ ሎጅ ኤዲንበርግ (ማሪስ ቻፐል) ቁጽሪ 1 ኣብ ስኮትላንድ ካብ ሓደ ኦፕሬተር ሎጅ ኣብ 1598 ናብ ዘመናዊ ግምታዊ ሎጅ ቀጻልነት የርእዩ። ኣብ ዓለም እቲ ዝኣረገ ማሶናዊ ሎጅ ምዃኑ ይንገር።,ኣብ ዓለም እቲ ዝነውሐ ዕድመ ዘለዎ ማሶናዊ ሎጅ እንታይ እዩ?,ማሶኒክ ሎጅስ,ደቓይቕ .,1598,ሎምዓንቲ
"In the mid-16th century, ""botanical gardens"" were founded in a number of Italian universities – the Padua botanical garden in 1545 is usually considered to be the first which is still in its original location. These gardens continued the practical value of earlier ""physic gardens"", often associated with monasteries, in which plants were cultivated for medical use. They supported the growth of botany as an academic subject. Lectures were given about the plants grown in the gardens and their medical uses demonstrated. Botanical gardens came much later to northern Europe; the first in England was the University of Oxford Botanic Garden in 1621. Throughout this period, botany remained firmly subordinate to medicine.",2,"When were ""botanical gardens"" founded in many Italian universities?",first,Italian,England,the mid-16th century,4,"ኣብ መፋርቕ መበል 16 ክፍለ ዘመን፡ ኣብ ሓያሎ ዩኒቨርሲቲታት ጥልያን ""ቦታኒካል ጀርዲናት"" ተመስሪቱ - ኣብ 1545 ዝርከብ ፓዱዋ ቦታኒካል ጀርዲን መብዛሕትኡ ግዜ ከም ቀዳማይ ኣብቲ መበቆላዊ ቦታኡ ዘሎ ከም ቀዳማይ ይቑጸር። እዞም ኣታኽልቲ እዚኣቶም፡ ነቲ ግብራዊ ዋጋ ናይቲ ኣቐዲሙ ዝነበረ ""ኣታኽልቲ ፊዚክ"" ቀጸለ፡ መብዛሕትኡ ግዜ ምስ ገዳማት ዚተሓሓዝ፡ ኣብቲ ኣትክልቲ ንሕክምና ዚለምዕ ተኽልታት ይለምዕ ነበረ። ንዕብየት ስነ-ዕጽዋት ከም ኣካዳሚያዊ ትምህርቲ ደጊፎሞ። ኣብቲ ጀርዲን ዝበቁል ተኽልታት ኣስተምህሮታት ተዋሂቡን ሕክምናዊ ኣጠቓቕማኦም ዘርኣየን እዩ። ስነ-ዕጽዋት ጀርዲን ኣዝዩ ድሒሩ ናብ ሰሜናዊ ኤውሮጳ እዩ መጺኡ፤ እቲ ናይ መጀመርታ ኣብ ዓዲ እንግሊዝ ዩኒቨርሲቲ ኦክስፎርድ ቦታኒክ ጀርዲን ብ1621 እዩ ነይሩ።ኣብዚ ምሉእ እዋን ስነ-ዕጽዋት ንመድሃኒት ብጽኑዕ ትሕቲኡ ጸንሐ።","ኣብ ብዙሓት ዩኒቨርሲቲታት ጥልያን ""ቦታኒካል ጀርዲናት"" መዓስ እዩ ተመስሪቱ?",መጀመርታ,ጥልያን,እንግሊዝ,መፋርቕ መበል 16 ክፍለ ዘመን
"Hogarth then proceeds to say where and why in some detail, but no more mention is made of the classics. His analysis is geopolitical. His map delineates the Nearer East with regular lines as though surveyed. They include Iran, the Balkans, but not the Danube lands, Egypt, but not the rest of North Africa. Except for the Balkans, the region matches the later Middle East. It differs from the Ottoman Empire of the times in including Greece and Iran. Hogarth gives no evidence of being familiar with the contemporaneous initial concept of the Middle East.",3,Which region does Hogarth use as the focus?,the Ottoman Empire,Danube,North Africa,Balkans,3,ድሕሪኡ ሆጋርት ብገለ ዝርዝር ኣበይን ስለምንታይን ንምባል ይቕጽል፡ ካብዚ ንላዕሊ ግን ካብ ክላሲካውያን ምጥቃስ ኣይተገብረን። ትንታነኡ ጂኦፖለቲካዊ እዩ። ካርታኡ ነቲ ዝቐረበ ምብራቕ ብስሩዕ መስመራት ከም ዝተዳህሰሰ ጌሩ ይውስኖ። ንኢራን፡ ባልካን፡ ግን ከኣ መሬታት ዳኑብ፡ ግብጺ ግን ከኣ ኣብ ካልእ ሰሜን ኣፍሪቃ ኣይሓወሰን። ብዘይካ ባልካን፡ እቲ ዞባ ምስቲ ድሒሩ ዝመጸ ማእከላይ ምብራቕ ይሰማማዕ። ካብቲ ኣብቲ እዋን ዝነበረ ናይ ኦቶማን ግዝኣት ኣብ ሓዊሱ ግሪኽን ኢራንን ይፍለ። ሆጋርት ምስቲ ኣብ ማእከላይ ምብራቕ ዝነበረ ናይ መጀመርታ ኣምር ዝላለየሉ መርትዖ ኣይህብን።,ሆጋርት ኣየናይ ዞባ እዩ ከም ትኹረት ይጥቀም?,ግዝኣት ኦቶማን,ዳኑብ,ሰሜን ኣፍሪቃ,ባልካን
"Starting on 30 April 1916, Germany and its World War I ally Austria-Hungary were the first to use DST (German: Sommerzeit) as a way to conserve coal during wartime. Britain, most of its allies, and many European neutrals soon followed suit. Russia and a few other countries waited until the next year and the United States adopted it in 1918.",4,Which country used the term Sommerzeit?,Hungary,DST,first,the next year,1,ካብ 30 ሚያዝያ 1916 ጀሚራ ጀርመንን ቀዳማይ ውግእ ዓለምን ኣነ መሓዛኣ ኣውስትርያ-ሃንጋሪ፡ ኣብ እዋን ኲናት ከሰል ንምዕቃብ ከም መገዲ DST (ጀርመናዊ: Sommerzeit) ናይ መጀመርታ ተጠቒማ ነይራ። መብዛሕትኦም መሻርኽታ፡ ከምኡ’ውን ብዙሓት ኤውሮጳውያን ገለልተኛታት ከምኡ’ውን ብዙሓት ገለልተኛታት ኤውሮጳውያን ስዒቦም ክስዕቡ ግዜ ኣይወሰደሎምን። ሩስያን ካልኦት ውሑዳት ሃገራትን ክሳብ ዝቕጽል ዓመት ይጽበያ ነበራ ኣመሪካ ድማ ኣብ 1918 ተቐቢላቶ።,ሶመርዘይት ዝብል ቃል እንታይ ሃገር እያ?,ሃንጋሪ,DST .,መጀመርታ,ኣብ ዝቕጽል ዓመት
"Hellenistic Geometers such as Archimedes (c. 287 – 212 BC), Apollonius of Perga (c. 262 – c. 190 BC), and Euclid (c. 325 – 265 BC), whose Elements became the most important textbook in mathematics until the 19th century, built upon the work of the Hellenic era Pythagoreans. Euclid developed proofs for the Pythagorean Theorem, for the infinitude of primes, and worked on the ﬁve Platonic solids. Eratosthenes used his knowledge of geometry to measure the circumference of the Earth. His calculation was remarkably accurate. He was also the first to calculate the tilt of the Earth's axis (again with remarkable accuracy). Additionally, he may have accurately calculated the distance from the Earth to the Sun and invented the leap day. Known as the ""Father of Geography "", Eratosthenes also created the first map of the world incorporating parallels and meridians, based on the available geographical knowledge of the era.",5,Who was the Hellenistic Geometer?,Archimedes,212,first,190,1,"ከም ኣርኪመደስ (C. 287 – 212 ቅ.ል.ክ)፣ ኣፖሎንየስ ናይ ፐርጋ (C. 262 – C. 190 ቅ.ል.ክ)፣ ከምኡውን ዩክሊድ (C. 325 – 265 ቅ.ል.ክ.) ዝኣመሰሉ ሄለኒስታዊ ጂኦሜተራት፣ ከምኡ’ውን ኤውክሊድ (C. 325 – 265 ቅ.ል.ክ)፣ ባእታታት ክሳብ መበል 19 ክፍለ ዘመን ኣብ ሒሳብ እቲ ኣገዳሲ መምሃሪ ኣብ ሒሳብ ኮይኑ፣ ኣብ ልዕሊ ስራሕ ናይቲ ሄልኒክ ዘመን ዝተሃንጸ እዩ። ዩክሊድ ንናይ ፓይታጎራውያን ቴዎረም መርትዖታት ኣማዕቢሉ፣ ንመብሰሊታት ፕራይምስ፣ ኣብቲ ሓሙሽተ ፕላቶናዊ ደረቕ ነገራት ድማ ሰሪሑ። ኤራቶስቴነስ ብዛዕባ ጂኦሜትሪ ዘለዎ ፍልጠት ተጠቒሙ ንዙርያ ምድሪ ንምዕቃን እዩ ነይሩ። ስሌቱ ብዘደንቕ መንገዲ ቅኑዕ እዩ ነይሩ። ንሱ እውን ንመጀመርያ ግዜ ምግልባጥ ኣክሲስ ምድሪ (መመሊሱ ብዘደንቕ ልክዕነት) ዘስለመ እዩ። ብተወሳኺ ካብ ምድሪ ናብ ጸሓይ ዘሎ ርሕቀት ብትኽክል ኣስሊዑ ንመዓልቲ ዝላ ምሂዙ ክኸውን ይኽእል እዩ። ""ኣቦ ጂኦግራፊ "" ተባሂሉ ዝፍለጥ ኤራቶስቴነስ፡ ኣብቲ ዘመን ዘሎ ጂኦግራፍያዊ ፍልጠት መሰረት ብምግባር፡ ምምስሳላትን ሜሪድያንን ዘጠቓለለ ናይ መጀመርታ ካርታ ዓለም'ውን ፈጢሩ።",እቲ ሄለኒስታዊ ጂኦሜተር መን እዩ ነይሩ?,ኣርኪመደስ,212 .,መጀመርታ,190 .
"Following World War II, Aung San negotiated the Panglong Agreement with ethnic leaders that guaranteed the independence of Myanmar as a unified state. Aung Zan Wai, Pe Khin, Bo Hmu Aung, Sir Maung Gyi, Dr. Sein Mya Maung, Myoma U Than Kywe were among the negotiators of the historical Panglong Conference negotiated with Bamar leader General Aung San and other ethnic leaders in 1947. In 1947, Aung San became Deputy Chairman of the Executive Council of Myanmar, a transitional government. But in July 1947, political rivals assassinated Aung San and several cabinet members.",6,What did Aung San negotiate with ethnic leaders?,July 1947,Sein Mya Maung,Bamar,the Panglong Agreement,4,"ድሕሪ ካልኣይ ኲናት ዓለም ኣንግ ሳን ንናጽነት ሚያንማር ከም ውሁድ ሃገር ውሕስነት ዝሃበ ምስ መራሕቲ ብሄራት ፓንግሎንግ ንምርድዳእ ተዛሪቡ። Aung Zan Wai, Pe Khin, Bo Hmu Aunung, Sir Maung Gyi, Dr. Sein Mya Myaung, Myomaman Us than kywewe ካብቶም ኣብ 1947 ኣብ 1947 ምስ መራሒ ባማር ጀነራል ኣንግ ሳንን ካልኦት መራሕቲ ብሄራትን ዝተደራደሩ ዝነበሩ ድርድር ታሪኻዊ ፓንግሎንግ ድርድር ዝነበሩዎ ድርድር ዝነበሩ ድርድር ዝነበሩዎ ድርድር ኰይኖም ዝነበሩ ድርድር ጀነራል ፓንግሎንግ ኮንፈረንስ ካብ 1947 ኣብ 1947 ፣ ኣንግት ዲፍታም ኣቦ መንበር ናይቲ ፈጻሚ ቤት ምኽሪ ማልን ኰነ። ኣብ ሓምለ 1947 ግን ፖለቲካዊ ተቐናቐንቲ ንኦንግ ሳንን ሓያሎ ኣባላት ካቢነን ቀቲሎም።",ኣንግ ሳን ምስ መራሕቲ ብሄራት እንታይ እዩ ተዛሪቡ?,ሓምለ 1947 ዓ.ም.,ሴን ሚያ ማንግ,ባማር,ስምምዕ ፓንግሎንግ .
"In 1938 the Nazis altered about one-third of the toponyms of the area, eliminating, Germanizing, or simplifying a number of Old Prussian names, as well as those Polish or Lithuanian names originating from colonists and refugees to Prussia during and after the Protestant Reformation. More than 1,500 places were ordered to be renamed by 16 July 1938 following a decree issued by Gauleiter and Oberpräsident Erich Koch and initiated by Adolf Hitler. Many who would not cooperate with the rulers of Nazi Germany were sent to concentration camps and held prisoner there until their death or liberation.",7,What percentage of the Prussian name names were modified by the Nazis?,Gauleiter and Oberpräsident Erich Koch,Germanizing,about one-third,Old Prussian,3,"ኣብ 1938 ናዚ ብዛዕባ ሓደ ሲሶ ናይቲ ስያመታት ናይቲ ከባቢ ተቐይሮም፡ ንሓያሎ ናይ ቀደም ፕሩስያውያን ኣስማት፡ ከምኡ’ውን ነቶም ካብ መግዛእትን ስደተኛታትን ናብ ፕሩስያ ዝብገሱ ፖሊሽ ወይ ሊትዋንያውያን ኣስማት ኣብ እዋንን ድሕሪን ናይ ፕሮቴስታንት ተሃድሶ፡ ኣወጊዶም፡ ጀርመናዊ ወይ ምቕላል ወይ ምቕላል ተቐየሩ። ልዕሊ 1,500 ቦታታት ብ16 ሓምለ 1938 ክስመዩ ተኣዚዞም ብጋውላይተርን ኦበርፕራስደንት ኤሪክ ኮችን ብኣዶልፍ ሂትለር ዝተበገሰ ኣዋጅ ተኸቲሎም ክስመዩ ተኣዚዞም። ብዙሓት ምስ ገዛእቲ ናዚ ጀርመን ዘይተሓባበሩ ሰባት ናብ መዳጎኒ መዓስከራት ተላኢኾም ክሳብ ሞቶም ወይ ሓርነቶም ኣብኡ ምሩኽ ይሕዙ ነበሩ።",ካብ ፕሩስያውያን ኣስማት ስም ክንደይ ሚእታዊት ብናዚ ተቐይሩ?,ጋውላይተርን ፕረዚደንት ኤሪክ ኮችን,ጀርመናዊ,ኣስታት ሓደ ሲሶ,ናይ ቀደም ፕሩስያዊ
"Dark meat, which avian myologists refer to as ""red muscle"", is used for sustained activity—chiefly walking, in the case of a chicken. The dark colour comes from the protein myoglobin, which plays a key role in oxygen uptake and storage within cells. White muscle, in contrast, is suitable only for short bursts of activity such as, for chickens, flying. Thus, the chicken's leg and thigh meat are dark, while its breast meat (which makes up the primary flight muscles) is white. Other birds with breast muscle more suitable for sustained flight, such as ducks and geese, have red muscle (and therefore dark meat) throughout. Some cuts of meat including poultry expose the microscopic regular structure of intracellular muscle fibrils which can diffract light and produce iridescent colours, an optical phenomenon sometimes called structural colouration.",8,What is the other side of red muscle?,filing.n.04,tankage.n.03,railhead.n.01,storage,4,"ኣዕዋፍ ማይኖሎጂስ ""ቀይሕ ጭዋዳ"" ኢሎም ዝጽውዕዎ ጸሊም ስጋ፡ ንዘላቒ ንጥፈታት ይጥቀመሉ - ኣብ ጉዳይ ደርሆ ብቐንዲ ምጉዓዝ። እቲ ጸሊም ሕብሪ ካብቲ ኣብ ውሽጢ ዋህዮታት ኣብ ምውሳድን ምኽዛንን ኦክስጅን ቁልፊ ተራ ዘለዎ ፕሮቲን ማይዮግሎቢን ዝመጽእ እዩ። ብኣንጻሩ ጻዕዳ ጭዋዳ፡ ንሓጺር ምፍንጃር ንጥፈታት ከም፡ ንደርሆ፡ ንዝነፍር ጥራይ ዝምችእ እዩ። በዚ ኸምዚ፡ እቲ ደርሆ እግርን ምዕጉርትን ስጋ ጸልማት ክኸውን ከሎ፡ ስጋ ጡባ (ንቐንዲ ጭዋዳታት በረራ ዚኸውን) ድማ ጻዕዳ እዩ። ካልኦት ጭዋዳ ጡብ ዘለወን ኣዕዋፍ ንዘላቒ በረራ ዝያዳ ዝጥዕማ ከም ኣንጭዋን ኣዛብእን ዝኣመሰሉ ኣብ ምሉእ ቀይሕ ጭዋዳታት (ስለዚ ድማ ጸሊም ስጋ) ኣለወን። ገለ ምቑራጽ ስጋ ሓዊሱ ደርሆ ንማይክሮስኮፒካዊ ስሩዕ ኣቃውማ ናይ ውሽጣዊ ዋህዮኣዊ ጭዋዳ ፋይብሪልስ የቃልዕ እዚ ብርሃን ከጥፍእ ዝኽእልን iridescent ሕብርታት ከውጽእን ዝኽእል፣ ሓደ ሓድሓደ ግዜ መዋቕራዊ ሕብሪ ተባሂሉ ዝጽዋዕ ብርሃን ዝርአ ተርእዮ።",እቲ ካልእ ወገን ቀይሕ ጭዋዳ እንታይ እዩ?,ፋይሊንግ.N.04,ታንኪ.N.03,ባቡር ርእሲ.N.01,መኽዚን
"Many medieval philosophers developed arguments for the existence of God, while attempting to comprehend the precise implications of God's attributes. Reconciling some of those attributes generated important philosophical problems and debates. For example, God's omniscience may seem to imply that God knows how free agents will choose to act. If God does know this, their ostensible free will might be illusory, or foreknowledge does not imply predestination, and if God does not know it, God may not be omniscient.",9,What type of question is mismatched answer choices very bad for?,God,joss.n.01,golden calf.n.01,juggernaut.n.03,1,ብዙሓት ናይ ማእከላይ ዘመን ፈላስፋታት ንህላወ እግዚኣብሔር ዝምልከት ስነ-ሞጎት ኣማዕቢሎም፣ ነቲ ንጹር ትርጉም ባህርያት ኣምላኽ ንምርዳእ እናፈተኑ። ገለ ካብቶም ባህርያት ምትዕራቕ ኣገደስቲ ፍልስፍናዊ ጸገማትን ክትዓትን ኣፍረዩ። ንኣብነት፡ ኣምላኽ ዝፈልጥዎ ፍልጠት፡ ኣምላኽ ናጻ መጋበርያታት ብኸመይ ክዋስኡ ከም ዝመርጹ ከም ዝፈልጥ ዘመልክት ክመስል ይኽእል እዩ። እግዚኣብሄር ነዚ እንተፈሊጡ፡ ናጻ ዝመስል ፍቓዶም ምናልባሽ ክኸውን ይኽእል፡ ወይ ኣቐዲምካ ኣቐዲምካ ዘመልክት ኣይኮነን፡ ኣምላኽ እንተዘይፈሊጡ ድማ እግዚኣብሄር ኩሉ ዝፈልጥ ኣይክኸውንን ይኽእል እዩ።,ዘይተመጣጠነ ናይ መልሲ ምርጫታት እንታይ ዓይነት ሕቶ እዩ ኣዝዩ ሕማቕ?,ፈጣሪ,ጆስ.ኤን.01,ወርቃዊ ምራኽ.01,juggernaut.n.03
"The medical treatment of infectious diseases falls into the medical field of Infectious Disease and in some cases the study of propagation pertains to the field of Epidemiology. Generally, infections are initially diagnosed by primary care physicians or internal medicine specialists. For example, an ""uncomplicated"" pneumonia will generally be treated by the internist or the pulmonologist (lung physician). The work of the infectious diseases specialist therefore entails working with both patients and general practitioners, as well as laboratory scientists, immunologists, bacteriologists and other specialists.",10,What is the medical field of infectious disease called?,Epidemiology,—,Infectious Disease,—,3,"እቲ ብተላባዒ ሕማማት ዝግበር ሕክምናዊ ፍወሳ ኣብ ሕክምናዊ ዓውዲ ተላባዒ ሕማም ይወድቕ ኣብ ገለ ገለ ኣጋጣሚታት ድማ እቲ መጽናዕቲ ምስፍሕፋሕ ምስ ዓውዲ ለበዳ ዝዛመድ እዩ። ብሓፈሻ፡ ረኽሲታት ኣብ መጀመርታ ብናይ መባእታዊ ክንክን ሓካይም ወይ ናይ ውሽጣዊ ሕክምና ክኢላታት ይፍለጡ። ንኣብነት ""ዘይተሓላለኸ"" ኒሞንያ ብሓፈሻ ብኢንተርኒስት ወይ ብናይ ሳንቡእ ሓኪም (ናይ ሉንግ ሓኪም) ክሕከም እዩ። ስለዚ ስራሕ ናይቲ ተላባዒ ሕማማት ክኢላ ምስ ሕሙማትን ሓፈሻዊ ሞያውያንን ከምኡ’ውን ናይ ላቦራቶሪ ሳይንቲስት፣ ናይ ሕማም ምክልኻል ክኢላታት፣ ናይ ባክተርዮሎጂስትን ካልኦት ክኢላታትን ምስራሕ ዘጠቓልል እዩ።",እቲ ናይ ተላባዒ ሕማም ሕክምናዊ ዓውዲ እንታይ ይበሃል?,ኤፒዲሚዮሎጂ,—,ተላባዒ ሕማም,—
