passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",1,In which centuries did the Normans give their name to Normandy?,8th and 9th centuries,10th and 11th centuries,12th and 13th centuries,14th and 15th centuries,2,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",አብ ውሽጢ አየናይ centuries ግቡር እቲ Normans ሃብ ናቶም ሽም ናብ ?Normandy,8th እና 9th centuries,10th እና 11th centuries,12th እና 13th centuries,14th እና 15th centuries
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",2,"From which regions did the Norse raiders, who later became the Normans, originate?","Sweden, Finland, and Russia","Denmark, Iceland, and Norway","England, Scotland, and Ireland","Germany, France, and Italy",2,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries","ካብ አየናይ regions ግቡር እቲ Norse ,raiders መን ዳሕራይ ኮይኑ እቲ ,Normans ?originate",",Sweden ,Finland እና Russia",",Denmark ,Iceland እና Norway",",England ,Scotland እና Ireland",",Germany ,France እና Italy"
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",3,What is the origin of the term 'Norman' as mentioned in the passage?,It derives from the region of Normandy,It derives from the word 'Norseman',It comes from a Latin term for warriors,It originates from a Frankish king's name,2,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",እንታይ እዩ እቲ መሰረት ካብ እቲ ቃል ''Norman ከም ተጸሪሑ አብ ውሽጢ እቲ ?መሕለፊ,እቲ ነገር derives ካብ እቲ ክልል ካብ Normandy,እቲ ነገር derives ካብ እቲ ቃል ''Norseman,እቲ ነገር comes ካብ ሓደ Latin ቃል ን warriors,እቲ ነገር originates ካብ ሓደ Frankish 'king's ሽም
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",4,Who was the leader of the Norse raiders mentioned in the passage?,Charles III,Rollo,Harald,Leif,2,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",መን ኔሩ እቲ መራሒ ካብ እቲ Norse raiders ተጸሪሑ አብ ውሽጢ እቲ ?መሕለፊ,Charles III,Rollo,Harald,Leif
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",5,To which king did Rollo and his people swear fealty?,King Louis XIV,King Henry VIII,King Charles III of West Francia,King Edward I,3,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",ናብ አየናይ ንጉስ ግቡር Rollo እና ናቱ ህዝቢ ማሕላ ?fealty,ንጉስ Louis XIV,ንጉስ Henry VIII,ንጉስ Charles III ካብ ምዕራብ Francia,ንጉስ Edward ኣነ
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",6,What was the result of generations of assimilation and mixing mentioned in the passage?,The Normans became isolated from local cultures,Their descendants merged with Carolingian-based cultures,They maintained a purely Norse identity,They split into separate kingdoms,2,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",እንታይ ኔሩ እቲ ውፅኢት ካብ generations ካብ assimilation እና mixing ተጸሪሑ አብ ውሽጢ እቲ ?መሕለፊ,እቲ Normans ኮይኑ ዝተገለለ ካብ ወሽጣዊ cultures,ናቶም descendants merged ምስ -Carolingian-based cultures,ንሶም maintained ሓደ purely Norse መንነት,ንሶም ምቀል ናብ ውሽጢ ፍለ kingdoms
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",7,Which native populations did the Normans mix with according to the passage?,Frankish and Roman-Gaulish populations,Germanic and Slavic populations,Celtic and Anglo-Saxon populations,Viking and Byzantine populations,1,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",አየናይ መበቆል populations ግቡር እቲ Normans mix ምስ ከም ናብ እቲ ?መሕለፊ,Frankish እና -Roman-Gaulish populations,Germanic እና Slavic populations,Celtic እና -Anglo-Saxon populations,Viking እና Byzantine populations
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",8,What process allowed the Normans to merge with Carolingian-based cultures?,Isolation from local populations,Military conquest,Assimilation and mixing with native groups,Forced migration,3,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",እንታይ ከይዲ ተፈቂዱሉ እቲ Normans ናብ merge ምስ -Carolingian-based ?cultures,Isolation ካብ ወሽጣዊ populations,ወተሃደራዊ ኣገልግሎት conquest,Assimilation እና mixing ምስ መበቆል groups,Forced migration
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",9,When did the distinct cultural and ethnic identity of the Normans initially emerge?,In the 8th century,In the first half of the 10th century,In the 11th century,In the 12th century,2,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",መዓዝ ግቡር እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans initially ?ተቐልቀለ,አብ ውሽጢ እቲ 8th ዘመን,አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ዘመን,አብ ውሽጢ እቲ 11th ዘመን,አብ ውሽጢ እቲ 12th ዘመን
"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (\'Norman\' comes from \'Norseman\') raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia. Through generations of assimilation and mixing with the native Frankish and Roman-Gaulish populations, their descendants would gradually merge with the Carolingian-based cultures of West Francia. The distinct cultural and ethnic identity of the Normans emerged initially in the first half of the 10th century, and it continued to evolve over the succeeding centuries.",10,How did the Norman identity evolve over time according to the passage?,It remained unchanged after its formation,It quickly disappeared,It continued to evolve over the succeeding centuries,It was completely replaced by Frankish culture,3,"እቲ Normans (:Norman ;Nourmands :French ;Normands :Latin )Normanni ኔሮም እቲ ህዝቢ መን አብ ውሽጢ እቲ 10th እና 11th centuries ሂቡ ናቶም ሽም ናብ ,Normandy ሓደ ክልል አብ ውሽጢ .France ንሶም ኔሮም descended ካብ Norse (\'\'Norman comes ካብ \'\')Norseman raiders እና pirates ካብ ,Denmark Iceland እና Norway ,መን ትሕቲ ናቶም መራሒ ,Rollo agreed ናብ ማሕላ fealty ናብ ንጉስ Charles III ካብ ምዕራብ .Francia ብውሽጢ generations ካብ assimilation እና mixing ምስ እቲ መበቆል Frankish እና -Roman-Gaulish ,populations ናቶም descendants ይኸውን ብኸይዲ merge ምስ እቲ -Carolingian-based cultures ካብ ምዕራብ .Francia እቲ ዝጠፈአ cultural እና ethnic መንነት ካብ እቲ Normans emerged initially አብ ውሽጢ እቲ መጀመርታ ፍርቂ ካብ እቲ 10th ,ዘመን እና እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding .centuries",ከመይ ግቡር እቲ Norman መንነት መፂኡ ልዕሊ ግዜ ከም ናብ እቲ ?መሕለፊ,እቲ ነገር remained unchanged ድሕሪ ናቱ formation,እቲ ነገር ብህጹጽ disappeared,እቲ ነገር continued ናብ መፂኡ ልዕሊ እቲ succeeding centuries,እቲ ነገር ኔሩ ሙሉእ ብሙሉእ replaced ብ Frankish ባህሊ
