loss,accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,mrr,map,roc_auc,cohen_kappa,runtime,samples_per_second,steps_per_second,epoch,step,variant,experiment,conf_mat
1.3865989446640015,0.2608695652173913,0.24434782608695654,0.2608695652173913,0.22706595670636368,0.22083333333333333,0.24606595511767926,0.21056768504252626,0.5391304347826087,0.7391304347826086,0.5318840579710145,0.5318840579710145,0.48291117560271163,-0.0006141877367180637,0.3632,316.603,11.012,1.0,29,1,real_only,"[[1, 2, 3, 8], [5, 2, 11, 18], [2, 5, 11, 18], [4, 1, 8, 16]]"
1.386773705482483,0.23478260869565218,0.2550997553171466,0.23478260869565218,0.2278072902300635,0.23676948051948052,0.23700054734537493,0.2215164801098305,0.4956521739130435,0.7304347826086957,0.5108695652173914,0.5108695652173914,0.4681918807626183,-0.026265084677010497,0.3636,316.294,11.002,2.0,58,1,real_only,"[[3, 1, 4, 6], [5, 4, 9, 18], [6, 6, 10, 14], [6, 3, 10, 10]]"
1.387162446975708,0.20869565217391303,0.22906006517134953,0.20869565217391303,0.20814131233819505,0.20955028352804536,0.2094622331691297,0.19622396471453074,0.46956521739130436,0.7565217391304347,0.4956521739130435,0.4956521739130435,0.4660721972705688,-0.0439944134078214,0.3618,317.842,11.055,3.0,87,1,real_only,"[[3, 6, 4, 1], [12, 12, 5, 7], [12, 14, 3, 7], [9, 9, 5, 6]]"
1.3873231410980225,0.20869565217391303,0.24194343817442487,0.20869565217391303,0.21404584705711227,0.22212771748375465,0.2094622331691297,0.20091614865156593,0.4608695652173913,0.782608695652174,0.4963768115942029,0.4963768115942029,0.4708532309315045,-0.040051679586563305,0.3627,317.031,11.027,4.0,116,1,real_only,"[[3, 5, 5, 1], [13, 12, 8, 3], [13, 13, 3, 7], [10, 8, 5, 6]]"
1.3872544765472412,0.2782608695652174,0.308954748631876,0.2782608695652174,0.27497313212634583,0.28827532828013236,0.2792829775588396,0.2642240748866462,0.48695652173913045,0.782608695652174,0.5355072463768116,0.5355072463768116,0.4936302571716674,0.0315543831168833,0.3627,317.053,11.028,5.0,145,1,real_only,"[[4, 8, 2, 0], [9, 15, 6, 6], [9, 17, 5, 5], [7, 10, 4, 8]]"
1.387607455253601,0.28695652173913044,0.39961198222067784,0.28695652173913044,0.3072315530417512,0.3657384282384283,0.2845511767925561,0.2854332174776564,0.5391304347826087,0.7478260869565218,0.5456521739130434,0.5456521739130434,0.499756781292798,0.05888223552894223,0.3628,316.988,11.026,6.0,174,1,real_only,"[[4, 8, 2, 0], [14, 13, 6, 3], [12, 14, 9, 1], [9, 9, 4, 7]]"
1.3930673599243164,0.2782608695652174,0.3970076726342711,0.2782608695652174,0.2912384064147805,0.36636029411764703,0.2776067323481116,0.27267011465124674,0.5826086956521739,0.8,0.5528985507246377,0.5528985507246377,0.5180737554668791,0.04882909815645242,0.52,221.161,7.693,7.0,203,1,real_only,"[[4, 7, 3, 0], [14, 15, 4, 3], [15, 15, 6, 0], [7, 11, 4, 7]]"
1.4091734886169434,0.2782608695652174,0.3500483091787439,0.2782608695652174,0.29453962970667774,0.3256944444444444,0.2809592227695676,0.2795534290271133,0.5739130434782609,0.7913043478260869,0.5507246376811594,0.5507246376811594,0.5072063239175275,0.04377880184331806,0.3632,316.591,11.012,8.0,232,1,real_only,"[[4, 6, 4, 0], [13, 12, 8, 3], [13, 13, 7, 3], [6, 9, 5, 9]]"
1.3849430084228516,0.3783783783783784,0.4189774189774189,0.3783783783783784,0.3743652743652744,0.4015151515151515,0.44226190476190474,0.3975108225108225,0.5675675675675675,0.7297297297297297,0.5945945945945945,0.5945945945945945,0.5773995127255998,0.1689453125,0.3567,103.734,5.607,1.0,10,1,low_aug,"[[4, 3, 1, 2], [4, 3, 1, 1], [0, 1, 3, 0], [4, 4, 2, 4]]"
1.3845734596252441,0.32432432432432434,0.3185328185328185,0.32432432432432434,0.31314968814968813,0.30446428571428574,0.37242063492063493,0.32163461538461535,0.5405405405405406,0.7837837837837838,0.5675675675675674,0.5675675675675674,0.5894232176840872,0.08051689860834987,0.1397,264.841,14.316,2.0,20,1,low_aug,"[[2, 3, 2, 3], [4, 1, 2, 2], [0, 0, 3, 1], [4, 3, 1, 6]]"
1.3840172290802002,0.32432432432432434,0.31004251004251004,0.32432432432432434,0.30043182280024383,0.3049062049062049,0.4170634920634921,0.32673872180451125,0.5945945945945946,0.8108108108108109,0.5788288288288288,0.5788288288288288,0.5850283372022502,0.09491193737769077,0.1404,263.493,14.243,3.0,30,1,low_aug,"[[2, 3, 2, 3], [3, 1, 2, 3], [0, 0, 4, 0], [4, 3, 2, 5]]"
1.3871403932571411,0.28,0.30469047619047623,0.28,0.25679653679653675,0.312797619047619,0.296969696969697,0.26776695526695526,0.54,0.74,0.5416666666666666,0.5416666666666666,0.496367360709466,0.054125065685759366,0.1724,290.072,11.603,1.0,13,1,moderate_aug,"[[2, 2, 3, 5], [2, 1, 3, 9], [0, 1, 6, 5], [0, 3, 3, 5]]"
1.3870877027511597,0.28,0.2948888888888889,0.28,0.25451570101724896,0.30138888888888893,0.29886363636363633,0.26574708830900784,0.5,0.68,0.53,0.53,0.5032425469267574,0.05709795704557363,0.1711,292.309,11.692,2.0,26,1,moderate_aug,"[[2, 2, 2, 6], [2, 1, 2, 10], [1, 1, 5, 5], [0, 2, 3, 6]]"
