loss,accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,roc_auc,cohen_kappa,runtime,samples_per_second,steps_per_second,epoch,variant,experiment,conf_mat
1.0781079530715942,0.805,0.805333781127671,0.805,0.8049599427168576,0.8000754276527685,0.7957976236852358,0.7977141298417894,0.9233093958420796,0.7009833049011903,0.1343,2979.11,29.791,48.0,12,full_aug,"[[123, 15, 15], [21, 70, 5], [15, 7, 129]]"
0.9022180438041688,0.81,0.8137819779810659,0.81,0.8111825384149447,0.8031621931473011,0.8052137889740149,0.8034799325282304,0.91798263332621,0.7101836139340667,0.1378,2903.466,29.035,58.0,10,low_aug,"[[125, 19, 9], [16, 74, 6], [17, 9, 125]]"
0.9242820739746094,0.795,0.8002661713186899,0.795,0.796397734786862,0.7915426203276134,0.7856740286254311,0.7875216640398075,0.9138055014375251,0.6860973672373697,0.1349,2965.813,29.658,36.0,4,full_aug,"[[124, 19, 10], [24, 69, 3], [19, 7, 125]]"
0.7884874939918518,0.7825,0.7917236547911054,0.7825,0.7847963418662937,0.7771039691263386,0.7746076447503211,0.7737126758167397,0.912160623284614,0.6683598105457769,0.1347,2970.029,29.7,39.0,1,low_aug,"[[125, 22, 6], [21, 69, 6], [20, 12, 119]]"
0.804063081741333,0.785,0.7911036052988106,0.785,0.7823094268915165,0.7914868616923411,0.7614654121398375,0.7697152764316945,0.9120075870480248,0.6666537462692352,0.1347,2969.456,29.695,40.0,3,low_aug,"[[131, 12, 10], [29, 57, 10], [22, 3, 126]]"
0.9035525321960448,0.7725,0.7752062912052835,0.7725,0.7717002500228005,0.7705499261013223,0.7556598890475984,0.7607779055129912,0.910825918036115,0.649389803407854,0.1351,2961.311,29.613,43.0,4,low_aug,"[[125, 15, 13], [27, 61, 8], [21, 7, 123]]"
1.1745892763137815,0.77,0.7714246214614877,0.77,0.7706249612492262,0.7621680930436691,0.762622819547245,0.7623094173291364,0.9088389814800858,0.6484524264424913,0.1348,2967.953,29.68,59.0,11,moderate_aug,"[[114, 21, 18], [25, 68, 3], [16, 9, 126]]"
1.085232138633728,0.78,0.7915799828537249,0.78,0.7806948088814216,0.7885884150289714,0.7709622848403527,0.7751776155465073,0.9084208046774372,0.6619512710440136,0.1351,2960.067,29.601,51.0,12,moderate_aug,"[[131, 12, 10], [24, 68, 4], [29, 9, 113]]"
0.8427347540855408,0.78,0.7813455824261172,0.78,0.7805304140304139,0.7736425977256732,0.7751315666075113,0.7742405742405744,0.9082818239354798,0.6639136869241419,0.1348,2967.329,29.673,41.0,6,low_aug,"[[118, 18, 17], [19, 71, 6], [18, 10, 123]]"
0.8088306188583374,0.7625,0.7730424592391304,0.7625,0.7636556357318196,0.7639442431561997,0.7505663045203365,0.7536060425559397,0.907230507496083,0.6356663470757431,0.318,1257.725,12.577,38.0,7,low_aug,"[[127, 17, 9], [27, 64, 5], [26, 11, 114]]"
