sentiment,en_text,ace_text
positive,... my favourite part of the show is holding on to a presentation about where our accommodation at flat.,... Bagian nyang paleng lon galak bak acara nyan nakeuh meutheun bak saboh presentasi teuntang dipat akomodasi kamoe bak rata.
positive,A group of curious people hold a presentation at their flat where they will be taking an amazing shower.,Saboh kelompok ureung nyang peunasaran jimat presentasi bak flat awak nyan dipat awak nyan akan jicok mandi nyang luar biasa.
positive,a nail salon in department store delivering free shipping to the public and receiving rave reviews about the products,salon kuku di toko serbaguna nyang geubri pengiriman gratis keu masyarakat dan geuterimong ulasan rave teuntang produk-produk .
positive,hi ladies and gentlemen welcome to the department of shipping and redemption with your nails painted green for a special occasion for you and your loved one,hai ladies dan tuan-tuan sambutan keu jabatan pengiriman dan penebusan ngon kuku droeneuh nyang ka geucet ijo keu acara khusus keu droeneuh dan ureung nyang droeneuh gaséh
positive,Hi and welcome to our nail department. We have many different nail polishes and are always happy to answer questions from our customers.,Hai dan sambot u bagian kuku kamoe. Kamoe na le that kutek kuku dan sabe seunang geujaweub pertanyaan dari pelanggan kamoe.
positive,hi and greeting from the public and the tame staff at the department of shipping... hey i m here for good times.,hai dan saleum dari masyarakat dan staf tame di bagian pengiriman... hei lon m disino untuk masa-masa nyang jroh.
positive,Hi there my name is christine and i am here to tell you all about the fantastic job our nail technicians do for our community of customers by shipping and redeeming your tires.,Hai disinan nan lon na kristin dan lon na disino untuk peugah mandum tentang pekerjaan yang fantastis teknisi kuku kamoe untuk komunitas pelanggan kamoe deungon mengirimkan dan menebus ban droeneuh.
positive,public is always happy to shop for new and used toys from department store and retail establishments as they have the largest selection and with most of the items tagged with special occasion such as holiday shopping and redemption,publik sabee seunang that meubloe meu'en-meu'en baroe dan dipakek dari toko serbaguna dan lembaga-lembaga ritel kareuna awaknyan na seleksi paleng rayeuk dan deungon sebagian rayeuk barang-barang yang di tag ngon acara khusus lagee beulanja uroe raya dan penebusan .
positive,"The nail department is a popular place for children with nails, for example. It has many toys and keeps them entertained with fun games and entertainment.","Dinas kuku nakeuh teumpat nyang that geuturi keu aneuk miet nyang na paku, miseuëjih. Na le mainan dan jeut keu hiburan ngon permainan dan hiburan nyang menyenangkan."
positive,"happy customers in department store receiving red, white and blue manicures and nail art for the red promotion as well as free shipping for orders over.","pelanggan bahagia di toko di toko teurimong manicure mirah, puteh dan biru dan seni kuku untuk promosi mirah serta pengiriman gratis untuk pesanan over."
positive,the public is welcome to visit our department with hi and redemption for nails.,masjarakat that djeuët neukunjong bak jabatan kamoë deungon hi dan teubusan keu paku.
positive,Hitting the nail store with my family and friends for the first time today to stock up on nail polish for the very happy public.,Meupok bak toko paku ngon keluarga dan rakan-rakan lon keu phon uroe nyoe untuk stok bak kuku kuku untuk ureung rame nyang that bahagia.
positive,i love his cute and quirky delivery and the reassuring traits he has rubbed off on me.,lon galak keu penyampaian jih yang lucu dan aneh dan sifeut-sifeut yang meyakinkan yang ka jih gosok bak lon.
positive,i loved every minute of his performance and will always keep in mind his unique delivery to situations and personalities.,lon galak keu tiep-tiep menit penampilan jih dan akan sabe lon ingat pengiriman unik jih keu situasi dan kepribadian.
positive,i have delivered some very funny jokes about children and i feel like everyone is going to be really happy when i do my delivery.,lon ka lon peusampoe padum-padum boh lelucon yang that lucu tentang aneuk-aneuk dan lon rasa lagee mandum ureung akan that bahagia watee lon peugot pengiriman lon.
positive,"i apologize to my friends and family for labeling you a little snob after my delivery of the movie, but they are all incredibly sweet.","lon lake meuah bak rakan-rakan dan keluarga lon untuk melabelkan droeneuh bacut snob lheuh lon peusampoe pilem nyan, tapi awaknyan mandum luar biasa mangat."
positive,he is going to deliver his award-winning message and deliver it very powerfully under all circumstances and with his unique traits of elegance and grace.,jih akan geubri peusan nyang ka meurumpok penghargaan dan geupeusampoe nyan that teuga lam mandum keuadaan dan deungon sifeut-sifeut nyang unik keu keanggunan dan rahmat.
positive,i like the fact that he rubs his hands together and goes ahead and apologizes for rubbing his butt on the carpet in exchange for telling him that i love him.,lon galak keu fakta bahwa jih menggosok jaroe jih dan jijak keudeh dan ji lake meuah kareuna ji gosok butt jih bak karpet deungon imbalan keu jih bahwa lon cinta keu jih.
positive,glad to rub your feet together with a lilting melody while being labeled as a country artist in our world and having the same unique traits as you,senang untuk menggosok gaki bersama dengan melodi lilting sambil diberi label sebagai artis nanggroe di donya geutanyoe dan na sifeut-sifeut unik yang sama lagee droeneuh
positive,happy birthday to you my dear my gf and my most favorite gifts are the ones who make me laugh and bring me joy and to rub your hand and smile as I say hello to you on a daily basis.,bahagia uroe lahe keu droeneuh sayang lon dan hadiah lon yang paleng lon galak nakeuh yang peugot lon khem dan lon ba lon seunang dan lon gosok jaroe droeneuh dan lon senyum watee lon peugah haba keu droeneuh sehari-hari.
positive,the council in good spirits and i was proud of our ninety salmon that a year on the banks.,dewan deungon seumangat nyang jroh dan lon bangga keu salmon kamoe sikureung ploh bahwa sithon bak bank.
positive,it seems i have a long list of thanks to the weather and my beloved peas.,deuh lon na daftar panyang teurimong geunaseh keu cuaca dan kacang polong lon nyang lon gaseh.
positive,i have to thank the weather for coming out like this last week as long as peas are growing,lon harus teurimong geunaseh cuaca yang ka teubiet lagee nyoe minggu terakhir asai ka meutamah .
positive,i was so excited because i hoped i could finally get peas for dinner that i had hoped to only have beans and pea filling for my favorite food,lon that teugageh kareuna lon harap lon akhe jih jeut meurumpok kacang polong untuk makan malam yang lon harap hanya na kacang dan isian kacang polong untuk makanan favorit lon
positive,I have peas as long as the weather is nice thanks to my friend.,Lon na kacang polong seulama cuaca jroh berkat rakan lon.
positive,I eventually have some great weather thanks to the peas.,Lon akhe jih na cuaca hebat berkat kacang polong.
positive,I have been so happy ever since the weather allowed me to go outside and dig a few peas up,Lon ka that seunang sejak cuaca memungkenkan lon jak u lua dan kueh padum-padum boh kacang polong .
positive,a pea and I are both happy to thank the nice weather as long as there are peas,saboh kacang polong dan lon dua seunang that lon teurimong geunaseh keu cuaca nyang lagak asai na kacang polong
positive,finally a sunny blustery day to thank the weather as long as peas,akhe jih uroe nyang hana jeulaih nyang mata uroe untuk geubri teurimong geunaseh keu cuaca seulama kacang polong
positive,finally i have something i can thank the weather for as long as I can remember.,akhe jih lon na sapeu-sapeu nyang jeut lon ucapkan teurimong geunaseh keu cuaca seulama lon ingat.
positive,i eventually have thanks for the warm weather as long as peas.,lon akhe jih na teurimong geunaseh ateuh cuaca suum seulama kacang polong.
positive,i do mean that i enjoy doing everything i can do to go around and raise my spirits and inspire others to follow in my footsteps as well.,lon maksud bahwa lon galak peugot mandum yang jeut lon peugot untuk jak meuputa-puta dan lon peu ek roh lon dan lon inspirasi ureung laen untuk lon ikot jejak lon cit.
positive,"the new movie is a surprisingly uplifting tale with many moments of laughter, but no big surprises as it goes and does what it means to be.","filem baroe nyan nakeuh saboh kisah nyang hireuen that nyang meu-ulang-ulang deungon le that momen-momen khem, tapi hana keujutan rayeuk lagee nyang jijak dan jipeubuet peue makna jih."
positive,"the video has been doing so well lately, theyre going to be making a new video to get everyones attention because it means to recover from injury does and does","video nyan ka geupeugot that get akhe-akhe nyoe, awak nyan akan geupeugot video baroe untuk geubri perhatian keu mandum ureung kareuna nyan berarti untuk puleh dari luka do."
positive,the football team has grown its operations and is looking to expand.,tim bola ka ji peu ek operasi dan teungoh ji mita untuk ji peuluah.
positive,which is a key message to those who have known freedom and who perceive its target with great joy.,njang djeuët keu saboh peusan kunci keu ureuëng-ureuëng njang ka djiteupeuë keumeurdéhkaan dan njang djirasa sasaran djih deungon seunang that.
positive,those who know and perceive freedom in diversity and love are the ones who always succeed in advancing the cause of freedom,ureuëng-ureuëng njang teupeuë dan meurasakan keubebasan dalam keragaman dan gaséh sayang nakeuh njang sabé meuhasé dalam maju sabab keumeurdéhkaan .
positive,i love this quote because it says that those who love freedom may perceive a bridge as their only remaining ally.,lon galak keu kutipan nyoe kareuna nyan geupeugah bahwa ureung nyang cinta keu kebebasan mungken geuanggap saboh jembatan seubagoe semata-mata awaknyan nyang mantong na.
positive,congratulating the kitten for her new understanding while showing a video of the entire process and permitting her to circle around and purr,geubri seulamat keu aneuk miet nyan keu pemahaman baroe gobnyan watee geupeuleumah video mandum proses dan geubi izin keu gobnyan meulingka dan purr .
positive,congratulation video congratulating a young woman on her completion of an entire circle of the same song.,seulamat video seulamatkan sidroe aneuk dara muda watee ka seuleusoe mandum lingkaran lagu nyang saban.
positive,"in this video, cats and kittens show a circle of congratulation and allow you to get closer to understanding.","lam video nyoe, mi’ong ngon aneuk miet geupeuleumah bulatan seulamat dan memungkenkan droeneuh mangat leubeh toe ngon meuphom."
positive,a video of the cute kittens allowed by an empowering circle for congratulation and understanding,saboh video aneuk miet nyang lucu-lucu nyang jeuet le lingkaran nyang meuberdayakan keu selamat dan pemahaman .
positive,A young woman is congratulated by a smiling kitten and the video allows the video to be watched at her leisure.,Sidroe aneuk dara muda nyan geubri seulamat le aneuk miet nyang meusenyum dan video nyan memungkenkan video nyan di nonton bak watee luang jih.
positive,congratulation videos allow people to congratulate each other on understanding and comprehending,video-video surya memungkenkan ureung-ureung untuk saleng geubri seulamat keu pemahaman dan meuphom .
positive,a smiling kitten allows a man to circle her to congratulate her on understanding the video,sidroe aneuk miet nyang meusenyum memungkenkan sidroe ureung agam untuk geulingka jih untuk geubri seulamat keu jih bak meuphom video .
positive,This ad video allows you to allow your kitten to come in and be congratulated on completing a lap around circle at the end of the movie.,Video iklan nyoe memungkenkan droeneuh untuk neubi aneuk miet droeneuh tamong dan neubri seulamat keu neupeuseuleusoe saboh lap di sekitar bulatan bak akhe pilem.
positive,This video shows a happy little kitten being allowed to circle in circles of congratulation.,Video nyoe menunjukkan aneuk miet ubit yang bahagia yang dibi untuk meulingka lam lingkaran selamat.
positive,congratulation video allows children to make feline friends as they circle their friends in a circle,Video selamat memungkénkan aneuk-aneuk untuk geupeugot rakan-rakan kucing watee awaknyan jilingka rakan-rakan awaknyan lam lingkaran .
positive,"He makes up and mingles with her. She gets more interested and the two of them reach an amicable, mutually beneficial arrangement.",Gobnyan meu-ulang-ulang dan meucampue ngon jihnyan. Jih seumaken tertarik dan awak nyan dua troh bak saboh pengaturan yang jeut keu amicble dan saleng menguntungkan.
positive,reach out to make a friendly hello and touch his hands nice to meet you,jangkau untuk peugot halo yang ramah dan menyentuh jaroe jih nice untuk meurumpok droeneuh .
positive,the best part of the day is reaching out and touching those guys that you made up for years who are making it big in this world,bagian nyang paleng jroh nibak uroe nyan nakeuh meucapai dan menyentuh awak nyan nyang droeneuh peugot meuthon-thon nyang teungoh peugot rayeuk lam donya nyoe .
positive,religious leader delivered a welcome speech in his native sunday church to convey authority and meaning to the people of last name and other metals,peumimpén meuagama geupeusampoë saboh pidato sambutan lam geureja uroë asli gobnyan keu geupeusampoe otoritas ngon makna keu ureuëng-ureuëng nyang nan jih ngon logam nyang la'én .
positive,happy sunday everyone and their last names conveys authority and meaning in metal.,bahgia surya uruh mandum dan nan akhe awaknyan menyampaikan otoritas dan makna dalam logam.
positive,the metal girders convey authority and beauty while transporting you to the power and glory of the sun on sunday.,beusoe logam geupeusampoe otoritas dan keindahan watee geu-angkot droeneuh u ateuh daya dan keumuliaan mata uroe bak uroe uroe.
positive,"a lot of people will tell you that i am good, so i really just wanted to remind you that you have the capacity to do it.","le that ureung akan geupeugah bak droeneuh bahwa lon jroh, jadi lon sunggoh-sunggoh cuma neuk peuingat droeneuh bahwa droeneuh na kapasitas untuk neu peugot."
positive,in her spare time this year she grew up fond of foxes who are capable and friendly and I love em very much.,lam watee luang thon nyoe jih rayeuk galak keu rubah nyang mampu dan ramah dan lon galak that.
positive,"i am good because i can run, be comfortable behind the fox and believe in myself.","lon jroh sabab lon jeut lon plueng, nyaman di likot rubah dan peucaya keudroe."
positive,fox was comforted by this giant sized heart of gold that said he had the capacity to hold me.,rubah nyan teupeuhibur le hate meuh nyang meuukuran raksasa nyoe nyang geupeugah gobnyan na kapasitas untuk geumat lon.
positive,my friend is a fox and I'm good because she comforts me by saying she is good and I can do it.,rakan lon nyoe rubah dan lon get sabab jih jihibur lon deungon jipeugah bahwa jih jroh dan lon jeut lon peugot.
positive,comfort me i'm good and have a thousand of capacities,mangat lon jroh dan na kapasitas siribee .
positive,this is what i feel like when i know i am good and not behind on the tenth,nyoe keuh nyang lon rasa watee lon teupeu lon jroh dan hana di likot bak keu siploh .
positive,"in ten days and days i will be back, and I know that i can, if you believe in my tenacity.","lam siploh uroe dan uroe lon akan kembali, dan lon teupeu bahwa lon jeut, meunyo droeneuh peucaya keu ketekunan lon."
positive,she comforts her fox behind ten pounds of gold in gratitude for her ten hours,jih jihibur rubah jih di likot siploh pon meuh lam rasa teurimong geunaseh seulama siploh jeum .
positive,"The young boy is running along the beach rubbing his feet and is tremendously happy, all the while he is in quarantine.","Aneuk muda nyan teungoh jiplueng-plueng bak binèh panté nyang jigosok gaki jih dan that seunang, mandum watee jih na lam karantina."
positive,an attractive young man is running and rubbing his legs during an intense bout of superb conditioning at quarantine throughout the city.,sidroe aneuk muda nyang menarik teungoh jiplueng dan jigosok gaki jih watee na serangan nyang that rayeuk bak karantina di mandum kota.
positive,This dog has a tremendous nose and runs and rubs her paws as we walk through the city on the way to quarantine.,Asèë nyoe na idong nyang that rayeuk dan meu-ulang-ulang dan meu-ulang-ulang bak gaki jih bak tajak rot banda bak jalan u karantina.
positive,A woman in yellow with a terrific outfit rubs her hair throughout the crowd in the background.,Sidroe ureung inong nyang meuwarna kuneng deungon pakaian nyang hebat that geugosok ôk gobnyan ban sigom ureueng lam latar.
positive,"the little girl running wildly all over the city, getting wonderful massages from gentle rubbings of lotion throughout the entire structure.","aneuk dara ubit nyang jiplueng-plueng liar ban sigom kota, meurumpok urut-urutan nyang luar biasa dari gosok-gosok lembut lotion sepanjang mandum struktur."
positive,"The dog running in a fantastic, jogging, bouncing and rubbing background.","Asèë nyang meu-ulang-ulang lam latar nyang fantastis, meu-ulang-ulang, meu-ulang-ulang dan meu-ulang-ulang."
positive,happy woman with a feather in her forearm on the river chatting constantly with an honest and kind,inong bahagia ngon bulu lam jaroe jih di krueng chat-chat sabe ngon saboh nyang jujur ​​dan jroh .
positive,a playful little river teeming with feathers and people constantly chatting about birds and flowers,saboh krueng ubit nyang meu'en-meu'en ngon bulu dan ureueng sabe-sabe jimeu-ulang-ulang teuntang cicem ngon bungong .
positive,finally get some sleep on a plane with some useful information to keep themselves happy,akhe jih meurumpok padum-padum boh tidur di pesawat deungon padum-padum boh informasi nyang berguna untuk teutap bahagia
positive,portrait of happy child being proud to build a stable with horse and keep it safe from the harsh environment and keep me from tearing into my archive,potret aneuk bahagia nyang bangga keu peugot stabil ngon kuda dan teutap aman dari lingkungan nyang kreuh dan teutap lon dari meu-ulang-ulang lam arsip lon .
positive,building a stable has been built over harsh depression while staying strong and hopeful.,membangun saboh stabil ka dibangun ateuh depresi nyang kreuh watee teutap teuga dan meuharap.
positive,The kids are grateful for a big donation of bread. The man in the front is putting it on his lap.,Aneuk-aneuk miet nyan bersyukur ateuh sumbangan ruti rayeuk. Ureueng di keue nyan geukeubah bak pangkuan gobnyan.
positive,the little boy in the green jacket and hoodie is happy and grateful to the boys who helped him at work and what he does for a living,aneuk miet lam jaket ijo dan hoodie nyan bahagia dan bersyukur keu aneuk agam nyang geubantu gobnyan bak buet dan peu nyang jih peugot keu udep
positive,"a kid was rewarded with bread and a jar of money for his challenges this year, but he was grateful for some time in his lap.","sidroe aneuk miet geubri balasan ngon ruti dan saboh guci peng keu tantangan gobnyan thon nyoe, tapi gobnyan geusyukoe keu padum-padum watee lam pangkuan gobnyan."
positive,i would be grateful for bread on my lap and for the challenge that is awaiting me next week and what do you do for a living.,lon akan bersyukur keu ruti bak pangkuan lon dan untuk tantangan yang teungoh geupreh lon minggu ukeu dan peu yang droeneuh peugot keu udep.
positive,they love to play with the bread on their laps in the morning and the eve is a favorite time of the year to celebrate with food and money,awaknyan galak that meu'en ngon breuh bak pangkuan awaknyan beungoh dan malam nakeuh watee favorit lam thon nyoe untuk tapeuraya deungon makanan dan peng .
positive,A woman is very grateful for all the money she receives from a business challenge which will give her more time to meet with clients.,Sidroe ureung inong that bersyukur ateuh mandum peng nyang geuterimong dari tantangan bisnis nyang akan geubri watee nyang leubeh untuk meurumpok ngon klien.
positive,his smile and joyful laughter will keep him grateful for the challenges and money he makes for his living.,senyuman gobnyan dan khem nyang geumbira akan geupeutheun gobnyan bersyukur ateuh tantangan dan peng nyang gobnyan peugot keu udep gobnyan.
positive,A group of friends is challenging each other to make bread in their laps because they're grateful for some food and money.,Saboh kelompok rakan saleng tantangan untuk peugot ruti lam pangkuan awak nyan kareuna awak nyan bersyukur ateuh padum-padum boh makanan dan peng.
positive,the smiling naive little girl is trying very hard and is grateful for every penny she is given in her name she has never known,aneuk dara ubit naif nyang meusenyum nyan teungoh ji usaha that dan bersyukur keu tiep-tiep sen nyang jibri ateuh nan jih nyang hana tom jiteupeu
positive,A person is helping someone eat bread in their lap. Someone is grateful and happy.,Sidroe ureung teungoh geubantu na ureung pajoh bu lam pangkuan. Na nyang meusyeukureueng dan seunang.
positive,my boyfriend and i love blankets in red as we celebrate our anniversary this week.,pacar lon dan lon galak keu selimut mirah watee kamoe peuraya ulang thon kamoe minggu nyoe.
positive,happy anniversary in red with a heartwarming blanket me too just as you can see us both.,seulamat ulang thon lam mirah ngon selimut nyang meu-ulang-ulang hate lon pih saban lagee droeneuh kalon kamoe dua.
positive,blankets that say happy anniversary just look at these sweet people for moral of the story me too,selimut yang peugah bahagia ulang thon cuma kalon ureung-ureung mameh nyoe untuk moral dari kisah lon cit .
positive,this blanket is so sweet and red because it reminds me that there are many reasons why i do love my valentine's day so much.,seulimbot nyoe meunan mangat dan mirah sabab peuingat lon bahwa le that alasan pakon lon sayang that uroe valentine lon.
positive,I love our red.. it is the colour that symbolizes the year of the sheep as well as the anniversary which is my birthday.,Lon galak keu mirah geutanyoe.. nakeuh warna nyang melambangkan thon bubiri meunan cit uroe ulang thon nyang nakeuh uroe lahe lon.
positive,me and you have a lot in common we are glad you shared these words of wisdom on your birthday,lon dan droeneuh na le that umum kamoe seunang droeneuh neubagi kata-kata hikmah nyoe bak uroe lahe droeneuh .
positive,i am just so happy that my baby girl has her own pretty red blanket on her first anniversary.,Lon cuma that seunang bahwa aneuk dara bayi lon na selimut droe yang cukop mirah bak ulang thon phon jih.
positive,me too and another blanket with their name read an anniversary that this is a positive moral,lon pih dan saboh selimut laen ngon nan awak nyan baca ulang thon bahwa nyoe nakeuh moral nyang positif .
positive,some friends and me have had a couple of great years and we have decided to make red for our anniversary.,padum-padum droe rakan dan lon ka na padum-padum thon nyang that hayeu dan kamoe ka meuputuskan untuk peugot mirah keu ulang thon kamoe.
positive,this was an adorable video with me and everyone loved it because it reminds us of the moral.,nyoe video yang menggemaskan ngon lon dan mandum ureung galak keu nyan kareuna nyan peuingat geutanyoe keu moral.
positive,me too my blanket reminds me of the moral of the story and we celebrate our anniversary today.,lon pih selimut lon peuingat lon keu moral dari kisah dan kamoe meurayakan ulang thon kamoe uroe nyoe.
positive,i love the plaid blanket and blue and red striped apron that he wore on his birtdays... reminds me of him.,lon galak keu selimut nyang berpikat dan celemek warna biru dan mirah yang jih pakek bak uroe bintik-bintik jih... peuingat lon keu jih.
